topic;post
Kariera; Cześć, Postaram się zwięźle:) Część osób kojarzy, że pracuję w EPAM w Krakowie i chwalę sobie. Obecnie jestem lead developerem (nie rekruterem). Muszę jeszcze na wstępie zaznaczyć, że ten post wynika tylko i wyłącznie ze szczerych intencji, gdyż w Epamie nie ma bonusów rekrutacyjnych za juniorów - to tak na wypadek gdyby, to kogoś zniechęcało. 2 grudnia rusza 8 edycja Java Academy, czyli programu, który w ramach płatnej pracy na pozycji juniora szkoli z programowania, javy, frameworków itp. Program taki trwa 3 miesiące na pełen etat. Miałem okazję przeprowadzać technical interview z paroma osobami po akademii, ba nawet w projekcie miałem kilka takich osób i muszę przyznać, że poziom techniczny ludzi po tym szkoleniu jest bardzo dobry. Osoba, która jest głównym szkoleniowcem i sprawuje pieczę nad programem, ma ponad 15 lat doświadczenia i pewnie przez wielu z was jest znana z wszelakich konferencji, ja jednak nie będę publikował nazwisk, gdyż sam występuję tutaj trochę incognito. Osobiście, żałuję, że jak ja zaczynałem to nie było tego programu, gdyż na pewno przyspieszyłby mój początkowy rozwój. Dodam, że nie jest to, żaden bootcamp. Pojęcie to ma na tym forum dosyć prześmiewczy wydźwięk. Tutaj jest to transakcja wiązana z korzyścią dla obu stron. Nie bierzemy ludzi kompletnie zielonych - o tym za chwilę i to nie uczeń płaci, a Epam uczniowi. Pozwolę sobie wkleić wymagania i proces rekrutacji:  BASIC REQUIREMENTS • Basic knowledge of Java language • English level – B2 (spoken and written) • Full-time, in-person availability (40 hours per week) • Commercial experience in IT development projects • Programming tools SELECTION PROCESS • Complete an online Java test, 90 minutes (you will have three working days to complete this test) • General, in-person interview with recruiter for selected candidates • Full day, in-person exam, 9:00 am – 5:00 pm • 2-3-hour long coding task for selected applicants  Jeśli nie zostało to podkreślone wystarczająco, to powiem to jeszcze raz. Nie płacicie za ten kurs, a wręcz przeciwnie. Jest to de facto pozycja juniorska z normalną wypłatą, na której to uczycie się programować. Pojawia się zatem oczywiste pytanie jak to się ma opłacać Epamowi. Otóż część z kwoty na umowie stanowi tak zwaną umowę lojalnościową na rok. Chodzi o to, by firma miała jakąś korzyść z przeszkolenia programisty, który to nie ucieknie zaraz po kursie. Dla dociekliwych jak to działa? Na przykładzie: Masz np 5000 na umowie + 1000 z umowy lojalnościowej. Co miesiąc dostajesz wypłatę 6000 brutto. Jak umowa lojalnościowa się skończy to wtedy 5000+1000 zmienia się po prostu w 6000 na zwykłej umowie. Dla Ciebie hajs się cały czas zgadza. Jedyna różnica pojawia się wtedy gdy zdecydujesz się odejść w trakcie trwania umowy lojalnościowej. Wtedy to ta część lojalnościowa podlega zwrotowi - musisz oddać to co dostałeś z tytułu części lojalnościowej. Zapraszam do kontaktu. Pytania zadawajcie tutaj, nie na priv o ile nie są to prywatne sprawy, w końcu od tego jest forum, no nie?:) PS Podkreślę to jeszcze raz. Polecam ten program ze szczerych intencji, nie z korzyści finansowych. Za juniorów nie mamy żadnych bonusów za polecenie. Moją satysfakcją będzie zadowolenie wasze i rozrost Epamu. PS2 Nie było zwięźle... PS3 Jeśli nie wierzycie w moje niematerialne chęci to możecie sami się zgłaszać do HR i nawet o mnie nie wspominać. Będę natomiast bardzo wdzięczny za informacje jeśli się zgłosicie. Chciałbym wiedzieć czy udało mi się kogoś nakłonić to wzięcia udziału. 
Kariera; Mam aplikacje na telefon stworzoną przeze mnie. W niej mam umieszczone reklamy od AdColony, AdGateMedia, AdWorkMedia, AdScendMedia itp. W przyszłości będę wypuszczał kolejne aplikacje z reklamami. Jestem na etapie zakładania firmy, Pytanie jaki PDK pod to wybrać, czy kod będzie prawidłowy: 58.29.Z ? Czy wystarczy jeden czy inne? 
Kariera; Cześć,  trochę się rozpiszę. :) Od dłuższego czasu rozmyślam nad tym w jaki sposób poprowadzić swoją ścieżkę edukacyjną, a potem zawodową i czym chciałbym zajmować się w przyszłości. Na pewno nie zdziwi nikogo to, że jako 19-latek rozważam m.in. podjęcie nauki programowania. Właściwie, ciężko byłoby tego nie robić, biorąc pod uwagę jak wielki hype jest w obecnych czasach na zawód programisty. Ale co takiego naprawdę oferuje, a czego wymaga ten zawód? W zeszłym roku zdałem maturę z dość dobrym, według mnie, wynikiem. Przygotowywałem się do niej ucząc się wyłącznie matematyki na poziomie rozszerzonym - sam, korzystając z bazy matur rozsz. zadania.info i opasłego repetytorium, w szkole miałem może z 50% frekwencji i słabe oceny. Udało mi się zdać pp na 100%, a rozszerzony 82%. Po maturze postanowiłem, że zrobię sobie rok przerwy, tzw. gap-year. Zdecydowałem się na to, ponieważ uważałem, że jest mi to potrzebne do tego, by poprawić swój wygląd, a także w końcu zdecydować jak ma wyglądać moja przyszłość. Mogę raczej z pewnością stwierdzić, że pierwszy cel udało mi się w zupełności zrealizować. Dodatkowo, podszlifowałem przez ten czas mój j. angielski, który i tak zawsze stał na dość wysokim jak na osobę w młodym wieku poziomie. W dalszym ciągu jednak nie udało mi się postanowić w kierunku jakiego zawodu chcę się kształcić. Chcąc określić jak wyobrażam sobie moją wymarzoną pracę, powiedziałbym, że, rzecz jasna, jest przyzwoicie płatna, nie wymaga ode mnie olbrzymiego oddania się jej i poświęcenia w 100% (do pracoholizmu chciałbym mieć jak najdalej), no i w miarę możliwości, jak najmniej stresowa i zajmująca jak najmniej czasu (chciałbym mieć dość sporo wolnego czasu, nawet jeżeli, naturalnie, wiąże się to z nieco mniejszymi zarobkami). Pomyślałem, że może zbliżoną pracą do tej koncepcji byłaby praca programisty, konkretniej, zajmującego się niezależnymi (albo i nie) zleceniami projektów stron internetowych w charakterze free lancera? Czy jest to praca bliska mojemu wyobrażeniu? Czy może nie ma ona praktycznie żadnych cech wspólnych z koncepcją wymarzonej pracy, którą opisałem?   Od siebie zaś jestem w stanie zaoferować systematyczność i wytrwałość w samokształceniu (rozumiem, że obecny rynek pracy wymaga ode mnie czegoś więcej niż papieru świadczącego o wykształceniu wyższym, dlatego np. zakładając, że postanowiłem, że zostanę programistą, stawiałbym na studia informatyczne nie zajmujące zbyt wiele czasu, po to by w spokoju w tym czasie korzystać też z kursów, książek do nauki języków programowania, a następnie podejść praktycznie, tj. tworzyć własne strony, aplikacje, projekty itp.) + lubię o sobie myśleć, że jestem w miarę czający i szybko łapię :) Z góry dzięki za każdą pomoc. 
Kariera; Dzień dobry, Niedawno przeprowadziłem się do Poznania, Szukając ofert pracy natrafiłem na: http://apilia.pl/#/ Czy słyszeliście cokolwiek o tej firmie, możecie polecić? 
Kariera; Hej. Opiszę krótko moją historie. Około 5 lat temu chodziłem do technikum, gdzie w 3-4 klasie zacząłem mieć pierwszą styczność z programowaniem. Nie ukrywam, że od początku to było coś czego nauka przychodziła mi znacznie szybciej niż innym rówieśnikom, miałem wtedy ogromną motywacje i chęci do nauki, budowałem własne projekty/robociki związane z embedded, które opierały się nie tylko o języki niskopoziomowe ale też po części poznanie uC i elektroniki. Pamiętam, że potrafiłem wtedy olać wszystkie przedmioty, nie iść do szkoły i przesiadywać całe dnie/wieczory nad tworzeniem takich projektów. Po zakończeniu średniej edukacji pracowałem niecały rok w branży związanej z elektroniką, chciałem bardzo wtedy zostać programistą ale niestety kierownik nie bardzo był chętny do dawania mi zadań z kodzeniem bo znacznie więcej pracy było przy montażach. Równolegle studiowałem elektronikę. Pewnego dnia coś we mnie tchnęło i rzuciłem wszystko, żeby uczyć się C++. Moim głównym celem było wtedy zostać programistą bo takie było moje marzenie :P Po około 4-5 msc znalazłem pierwszą prace w IT (duże korpo), nie do końca jako programista ale zacząłem realizować taski związane ze skryptowaniem/konfiguracją. Równolegle zacząłem studiować IT zaocznie. W firmie spędziłem około 3 lata, pracując w kilku zespołach. Ostatni rok pracowałem już jako pełnoprawny programista realizując się jako full stack przy całkiem fajnym projekcie. Niestety dopadło mnie znużenie, do pracy chodziłem od niechcenia i zacząłem coraz bardziej się ociągać. Zmieniłem prace. Obecnie ~1 rok pracuję w innej małej firmie, również jako full stack, na czysto zarabiając około 9k net. Sam projekt można by powiedzieć ciekawy, duża dowolność, spory wpływ na rozwój poszczególnych tasków itd. Jednak scenariusz się ponawia, od kilku msc moja motywacja pozwala mi produktywnie spędzać może 2-3 godziny dziennie. Przy nauczeniu się czegoś nowego mam wrażenie, że bardzo szybko wylatuje mi to z głowy. Praca zdalna jeszcze bardziej to potęguje (coronavirus, zreszta i pracujac w biurze potrafilem sie gapic 4h w monitor bo nie miałem ochoty niczego robić). Nie wspominając o dodatkowej nauce czegoś po pracy. Samą pracę inż robiłem z wielkim bólem od niechcenia. Zacząłem dochodzić do wniosków, że samo stricte programowanie nigdy nie sprawiało mi większej przyjemności, a było środkiem ku celowi. Zawsze miałem niesamowitą radochę z tworzenia czegoś, brania udziału w konkursach czy hackatonach gdzie można było coś zaprezentować czy czymś się pochwalić. (z sukcesami). W głowie ciągle mam myśl aby stworzyć coś swojego, założyć firme, jednak kiedy przychodzi czas do realizacji zaplanowanego projektu dosłownie po kilku dniach kodzenia mam już dość i koło się zamyka. Zastanawiam się co tutaj począć, nie chcę abyście mi mówili co mam robić bo i tak mnie nie znacie ale może ktoś miał podobne doświadczenia. Wiadomo można zmienić prace ale szanse, że będzie nadal to samo są spore, do tego strasznie ciężko mi się teraz zmotywować do nauki aby dobrze wypaść na rozmowie. Dzięki! 
Kariera; Witam Od paru miesięcy pracuję w branży bezpieczeństwa , jestem studentem informatyki. Przeglądając wątek  ile zarabiacie  są tam praktycznie same stawki dla programistów. Chciałbym się dowiedzieć jak prezentują się rzeczywiste zarobki w sektorze bezpieczeństwa , na odpowiednich stanowiskach i z odpowiednim doświadczeniem. Chciałbym wiedzieć ile mógłbym zawołać np. za rok , za dwa lata. A więc pytanie jest następujące: Ile zarabiacie w tej branży , jakie stanowiska macie , ile doświadczenia i jak kształtowały się wasze zarobki od początku ? Chciałbym również dowiedzieć się o opinie czy rzeczywiście jest hype na takie osoby , nie mówie tu oczywiście o osobach co zrobią 1 kurs online i wołają o 10 tys tylko o osobach co faktycznie coś umieją , czy są oni pożądani. Tak jak pisałem ja dopiero pracuje od paru miesięcy i chciałbym zapytać się dużo bardziej doświadczonych. Jeśli to nie jest wątek na tą grupe to prosze o usunięcie. 
Kariera; Mam taki problem pierwszego świata, mianowicie nie wiem jak skategoryzować swoje umiejętności. Generalnie moje CV wygląda tak że na górze jest wylistowane doświadczenie i opis czym się zajmowałem a na dole mam podsumowanko umiejętności jadąc po kategoriach, np.  design (OOP/FP/clean architecture etc) języki (Java Kotlin Groovy) biblioteki (Guava Vavr itp) frameworki (Spring, Hibernate etc) testy (automatyczne JUnit, Wiremock etc)  No i pytanie jak umieścić w takim CV sensownie takie rzeczy: 1)SOAP 2)Git, Docker, Bash ?  Nie pomagam przez PM. Pytania zadaje się na forum. 
Kariera; Będę musiał założyć działalność gospodarczą tylko nie wiem czy mogę być bezvatowcem czy muszę być vatowcem: Mam aplikacje na telefon w której wyswietlam reklamy od takich firm jak AdGateMedia, AyetStudio, AdColony itd. środki są naliczane za konwersję. Co miesiąc lub dwa dostaję wypłatę na PayPal. Więc teoretycznie nie jestem w stanie doliczyć Vatu do  tych wypłat, dlatego wolę być bezvatowcem ale czy mogę? 
Kariera; Cześć, Mam około 3 lata doświadczenia komercyjnego jako front-end developer. Początkowo pracowałem w kilku mniejszych projektach, które były oparte na Angularze (1.x i 2+). Po około roku zacząłem pracę w projekcie legacy bazującym na customowym frameworku. Tam nie miałem styczności z technologiami których używa się dziś (state managery, module bundlery, Server Side Rendering, PWA itd.), jedynie SCSS oraz Gulp. Przez ten czas nabyłem doświadczenie w pracy w dużym projekcie oraz odczuwalnie poprawiła mi się umiejętność samodzielnego wyszukiwania i analizowania błędów w kodzie, stałem się bardziej samodzielnym developerem. W ciągu tych kilkudziestu długich miesięcy nie miałem zbyt dużej motywacji, żeby po godzinach dłubać coś swojego będącego technologicznie na czasie. To co udało mi się naskrobać było bardziej Proof of Concept'em niż jakąś nawet małą użyteczną apką. Ostatnio zrezygnowałem z pracy, nie znajdując uprzednio nowej - wiem, że to głupie, ale było, minęło, chcę działać dalej. Z moim doświadczeniem myślę, że mogę ubiegać się o stanowisko Mid/Regular, tylko że w ogłoszeniach na te stanowiska często wymieniane są technologie, z którymi ja nie miałem styczności w praktyce. Dlatego, w dobie kryzysu związanego z epidemią koronawirusa zastanawiam się co robić dalej: 1. Poświęcić miesiąc (może dwa) na to żeby napisać apkę (mam pomysły), która odzwierciedli mój obecny poziom umiejętności i doświadczenia (wrzuciłbym ją do CV), a przy okazji odświeżę sobie wiedzę z aktualnych technologii. Po czym aplikować na stanowiska Mid/Regular. 2. Znaleźć jakąkolwiek pracę - mam na myśli nie patrząc na technologie ani za bardzo na pensję - bo nie wiadomo jaka sytuacja na rynku IT będzie za kilka miesięcy. Osobiście wolałbym pierwszą opcję, ale niepokoi mnie trochę fakt, że nie będąc zatrudnionym automatycznie nie jest się też ubezpieczonym w ZUS (ubezpieczenie wygasa 30 dni po zakończeniu pracy u dotychczasowego pracodawcy). O ile wiem, to nie można płacić składek jako osoba prywatna (trzeba zarejestrować się jako bezrobotny?), chyba że założy się działalność gospodarczą. Czy ktoś może to wyjaśnić? Inną kwestią jest jak na np. 2 miesięczny okres bez zatrudnienia patrzy potencjalny przyszły pracodawca? Czy wyjaśnienie, że w tym czasie podnosiłem swoje kwalifikacje jest akceptowalne? Czy taka przerwa w zatrudnieniu może negatywnie wpłynąć na przebieg kariery? Dodam, że mam oszczędności, które pozwolą mi spokojnie przeżyć kilka miesięcy - to nie jest problemem. Co radzicie? Dzięki za wszelkie sugestie. :) 
Kariera; Szukam IT inspiracji. Od lat pracuje w księgowości w korporacjach, uwielbiam prace  z cyframi, lubie szukac dziury w całym. Obecnie pracuje w Niemczech i widzę postępującą automatyzacje. Za pare lat nie bedzie pracy ktorą wykonuje od lat. Mysle zeby sie troche przebranżowic w strone IT. Brakuje mi jednak pomysłu czego mogłabym sie nauczyc. Moze ktos podpowie? 
Kariera; Czy warto robić certyfikaty microsoftu? Np. z javascriptu? czy warto inwestować te 500zł aby móc podejśc do egzaminu? Dodam, że firma nie jest w stanie mi tego zasponsorować. 
Kariera; Cześć wszystkim :)  Na jakie wynagrodzenie można liczyć na start w Warszawie, firma zagraniczna, bez doświadczenia komercyjnego, jedynie własne projekty i na studiach. Kierunek nie stricte informatyczny. Stanowisko podane w tytule. Technologie: Java, SQL, Git, Maven, Spring (znajomość ponad podstawowa), testy jednostkowe i integracyjne (JUnit, AssertJ, Rest assured itd.). Z góry dziękuję za normalne i rzetelne odpowiedzi :D 
